product_code,name_ko,name_en,name_ru,barcode,brand,volume,pcs_per_carton,width_cm,height_cm,depth_cm,cbm,weight_kg,hscode,status
FJPD001,"프레쥬 오리지날 허브 자연약쑥 포어패드 60ea/170ml","FRAIJOUR Original Herb Wormwood Pore Pad 60ea/170ml","[Fraijour] Тонизирующие пэды для лица с АНА/ВНА/РНА Original Herb Wormwood Pore Pad, 60шт/170 мл",8802929008783,FRAIJOUR,,30,30.00,8.20,9.20,0.033660,,3304.99-1000,active
FJPDR01,"프레쥬 오리지날 허브 자연약쑥 포어패드 리필60ea/170ml","FRAIJOUR Original Herb Wormwood Pore Pad Refill 60ea/170ml","[Fraijour] Тонизирующие пэды для лица с АНА/ВНА/РНА (рефил) Original Herb Wormwood Pore Pad Refill, 60шт/170 мл",8802929008752,FRAIJOUR,,25,25.00,5.00,6.00,0.033660,,3304.99-1000,active
FJPGM02,"프레쥬 자연약쑥 필링젤 150ml","Fraijour mugwort peeling gel","[Fraijour] Гель-пилинг для лица РАСТИТЕЛЬНЫЕ ЭКСТРАКТЫ Original Herb Wormwood Peeling Gel, 150 мл",8802929882604,FRAIJOUR,,54,54.00,10.40,11.40,0.033660,,3304.99-1000,active
FJPK001,"프레쥬 오리지날 허브 자연약쑥 산소 마스크팩 300ml","Fraijour Original herb wormwood O2 Maskpack 300ml","[Fraijour] Маска для лица КИСЛОРОДНАЯ Original herb wormwood O2 Maskpack, 300 мл",8802929005447,FRAIJOUR,,35,35.00,13.00,14.00,0.033660,,3401.30-0000,active
FJPW000,"프레쥬 프로 모이스처 엔자임 파우더 워시 1g * 30ea","FRAIJOUR PRO MOISTURE ENZYME POWDER WASH 1g * 30ea","[Fraijour] Очищающая энзимная пудра Pro Moisture Enzyme Powder Wash, 30 шт * 1 гр",8802929005775,FRAIJOUR,,50,50.00,2.80,3.80,0.037600,,3401.30-0000,active
FJPW001,"프레쥬 레틴 콜라겐 3D 코어 파우더 워시 1g * 30ea","Fraijour Retin-Collagen 3D Core Powder Wash 1g * 30ea","[Fraijour] Укрепляющая энзимная пудра КОЛЛАГЕН / РЕТИНАЛЬ Retin-Collagen 3D Core Powder Wash, 30 шт * 1 гр",8802929009759,FRAIJOUR,,50,50.00,2.80,3.80,0.038310,,3401.30-0000,active
FJSC002,"프레쥬 어성초 에어리 핏 선크림 SPF 50+ PA ++++ 50ml","Fraijour Heartleaf Airy Fit Sun Cream  SPF 50+ PA ++++ 50ml","[Fraijour] Солнцезащитный крем Heartleaf Airy Fit Sun Cream SPF 50+ PA ++++, 50 мл",8802929008899,FRAIJOUR,,96,96.00,6.60,7.60,0.033660,,3304.99-1000,active
FJSC003,"프레쥬 어성초 워터 핏 선스크린 [50ml]","Fraijour Heartleaf Water Fit Sun Screen","[Fraijour] Лёгкий солнцезащитный крем для лица с SPF 50+ PA++++ Heartleaf Water Fit Sun Screen, 50 мл",8802929009025,FRAIJOUR,,80,80.00,5.80,6.80,0.026700,,3304.99-1000,active
FJSL001,"프레쥬 자연약쑥 진정 토너 500ml","Fraijour mugwort claming tonner","[Fraijour] Тонер для лица AHA-/BHA-КИСЛОТЫ Original Herb Wormwood Calming Toner, 500 мл",8802929000473,FRAIJOUR,,30,30.00,18.00,19.00,0.037600,,3304.99-1000,active
FJSL002,"프레쥬 프로 모이스처 크리미 토너 500ml","Fraijour Pro-moisture creamy toner 500ml","[Fraijour] Тонер для лица УВЛАЖНЕНИЕ Pro-moisture creamy toner, 500 мл",8802929005423,FRAIJOUR,,30,30.00,18.00,19.00,0.037600,,3304.99-1000,active
FJSL003,"프레쥬 유쥬 허니 에센셜 토너 250ml","Fraijour Yuzu Honey Essential Toner 250ml","[Fraijour] Тонер для лица ПРОПОЛИС Yuzu Honey Essential Toner, 250 мл",8802929006925,FRAIJOUR,,50,50.00,16.75,17.75,0.028710,,3304.99-1000,active
FJSL004,"프레쥬 어성초 블레미쉬 토너 500ml","Fraijour Heartleaf Blemish Toner","[Fraijour] Тонер для лица ХАУТТЮЙНИЯ Heartleaf Blemish Toner, 500 мл",8802929007380,FRAIJOUR,,30,30.00,18.00,19.00,0.037600,,3304.99-1000,active
FJSL006,"프레쥬 레틴 콜라겐 3D 코어 토너 250ml","Fraijour Retin-Collagen 3D Core Toner 250ml","[Fraijour] Тонер для лица КОЛЛАГЕН / РЕТИНОЛ Retin-Collagen 3D Core Toner, 250 мл",8802929008080,FRAIJOUR,,50,50.00,15.50,16.50,0.028230,,3304.99-1000,active
FJSL007,"프레쥬 바이옴 5-락토 밸런스 토너 300ml","Fraijour Biome 5-Lacto Balance Toner 300ml","[Fraijour] Biome 5-Lacto Balance Toner Тонер для лица ПРОБИОТИКИ, 300 мл",8802929008608,FRAIJOUR,,32,32.00,12.30,12.30,0.025200,,3304.99-1000,active
FJSL008,"프레쥬 알케믹 진세노사이드 허벌 알엑스 토너 250ml","Fraijour Alchemic Ginsenoside Herbal Rx Toner 250ml","[Fraijour] Антивозрастной тонер для лица КРАСНЫЙ ЖЕНЬШЕНЬ Alchemic Ginsenoside Herbal Rx Toner, 250 мл",8802929009858,FRAIJOUR,,45,45.00,13.60,14.60,0.030010,,3304.99-1000,active
FJSLM08,"프레쥬 알케믹 진세노사이드 허벌 알엑스 토너 30ml","Fraijour Alchemic Ginsenoside Herbal Rx Toner 30ml","[Fraijour] Антивозрастной тонер для лица КРАСНЫЙ ЖЕНЬШЕНЬ Alchemic Ginsenoside Herbal Rx Toner, 30 мл",8802929009803,FRAIJOUR,,187,187.00,8.80,9.80,0.025630,,3304.99-1000,active
FJSM001,"프레쥬 인진쑥 스팀 마스크팩 50g","Fraijour Original Artemisia Steam Mask","[Fraijour] Маска для лица РАСТИТЕЛЬНЫЕ ЭКСТРАКТЫ Original Artemisia Steam Mask, 50 мл",8802929004303,FRAIJOUR,,99,99.00,7.10,8.10,0.033660,,3307.90-9000,active
FJWE001,"프레쥬 알케믹 진세노사이드 워터리 에센스 250ml","Fraijour Alchemic Ginsenoside Watery Essence 250ml","[Fraijour] Антивозрастное гидрофильное масло-пенка КРАСНЫЙ ЖЕНЬШЕНЬ Alchemic Ginsenoside Oil to Foam Cleanser, 210 мл",8802929009841,FRAIJOUR,,45,45.00,14.00,15.00,0.037870,,3304.99-1000,active
FJWEM01,"프레쥬 알케믹 진세노사이드 워터리 에센스 30ml","Fraijour Alchemic Ginsenoside Watery Essence 30ml","[Fraijour] Антивозрастное гидрофильное масло-пенка КРАСНЫЙ ЖЕНЬШЕНЬ Alchemic Ginsenoside Oil to Foam Cleanser, 30 мл",8802929009773,FRAIJOUR,,187,187.00,7.80,9.80,0.025630,,3304.99-1000,active
FJXX3T1,"프레쥬 레틴 콜라겐 3D 코어 기프트 세트","Fraijour Retin-Collagen 3D Core Gift Set","[Fraijour] Набор КОЛЛАГЕН/РЕТИНОЛ Retin Collagen 3D Core Gift Set, 250 мл/50 мл/15 мл*2 шт",8802929008363,FRAIJOUR,,12,12.00,8.80,9.80,0.039760,,3304.99-1000,active
KBBC001,"키스바이 로즈마인 스텔라리 바디 워시 센슈얼리티 300ml","KISS BY ROSEMINE STELLARY BODY WASH Sensuality 300ml","[Kiss by Rosemine] Гель для душа Чувственность STELLARY Body Wash «Sensuality», 300 мл",8802929010434,ROSEMINE,,28,28.00,10.60,11.60,0.033660,,3401.30-0000,active
KBBC002,"키스바이 로즈마인 스텔라리 바디 워시 호프 300ml","KISS BY ROSEMINE STELLARY BODY WASH Hope 300ml","[Kiss by Rosemine] Гель для душа Обещание STELLARY Body Wash «Hope», 300 мл",8802929010441,ROSEMINE,,28,28.00,10.60,11.60,0.033660,,3401.30-0000,active
KBBC003,"키스바이 로즈마인 스텔라리 바디 워시 블리스 300ml","KISS BY ROSEMINE STELLARY BODY WASH Bliss 300ml","[Kiss by Rosemine] Гель для душа Блаженство STELLARY Body Wash «Bliss», 300 мл",8802929010465,ROSEMINE,,28,28.00,10.60,11.60,0.033660,,3401.30-0000,active
KBBC004,"키스바이 로즈마인 스텔라리 바디 워시 스너그 300ml","KISS BY ROSEMINE STELLARY BODY WASH Snug 300ml","[Kiss by Rosemine] Гель для душа Гармония STELLARY Body Wash «Snug», 300 мл",8802929010458,ROSEMINE,,28,28.00,10.60,11.60,0.033660,,3401.30-0000,active
KBCR001,"키스바이 로즈마인 프래그런스 크림- 글래머 센슈얼리티","Kiss by Rosemine Fragrance Cream - Glamour Sensuality 140ml","[Kiss by Rosemine] Крем для тела ДРЕВЕСНО-МУСКУСНЫЙ АРОМАТ Fragrance Cream - Glamour Sensuality, 140 мл",8802929004105,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBCR002,"키스바이 로즈마인 프래그런스 크림- 글래머 판타지","Kiss by Rosemine Fragrance Cream - Glamour Fantasy 140ml","[Kiss by Rosemine] Крем для тела АРОМАТ СПЕЛЫХ ФРУКТОВ Fragrance Cream - Glamour Fantasy, 140 мл",8802929004129,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBCR003,"키스바이 로즈마인 프래그런스 크림- 글래머 프레셔스","Kiss by Rosemine Fragrance Cream - Glamour Precious 140ml","[Kiss by Rosemine] Крем для тела МАНДАРИН/СЛАДКИЙ ЖАСМИН Fragrance Cream - Glamour Precious, 140 мл",8802929004112,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBCR004,"키스바이 로즈마인 프래그런스 크림- 오,프레쉬 포에버","Kiss by Rosemine Fragrance Cream -  Oh, Fresh Forever 140ml","[Kiss by Rosemine] Крем для тела ЦВЕТОЧНЫЙ АРОМАТ ИРИСА Fragrance Cream - Oh, Fresh Forever, 140 мл",8802929004082,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBCR005,"키스바이 로즈마인 프래그런스 크림- 오,프레쉬 허브가든","Kiss by Rosemine Fragrance Cream - Oh, Fresh Herb Garden 140ml","[Kiss by Rosemine] Крем для тела СВЕЖИЙ ТРАВЯНОЙ АРОМАТ Fragrance Cream - Oh, Fresh Herb Garden, 140 мл",8802929004099,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBCR006,"키스바이 로즈마인 프래그런스 크림 글래머 대즐링","Kiss by Rosemine Fragrance Cream-Glamour Dazzling 140ml","[Kiss by Rosemine] Крем для тела ЦВЕТОЧНО-ФРУКТОВЫЙ АРОМАТ ИЛАНГ-ИЛАНГ/ЯБЛОКО Fragrance Cream - Glamour Dazzling, 140 мл",8802929007250,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBCR007,"키스바이 로즈마인 프래그런스 크림 글래머 멜로우","Kiss by Rosemine Fragrance Cream-Glamour Mellow 140ml","[Kiss by Rosemine] Крем для тела ДРЕВЕСНО-ЦИТРУСОВЫЙ АРОМАТ Fragrance Cream - Glamour Mellow, 140 мл",8802929007267,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBCR008,"키스바이 로즈마인 프래그런스 크림 글래머 캔디 블룸","Kiss by Rosemine Fragrance Cream- Glamour Candy Bloom 140ml","[Kiss by Rosemine] Крем для тела КАРАМЕЛЬНО-ЦВЕТОЧНЫЙ АРОМАТ Fragrance Cream Candy Bloom, 140 мл",8802929008561,ROSEMINE,,60,60.00,11.38,12.38,0.032340,,3304.99-1000,active
KBHC001,"키스바이 로즈마인 핸드크림 엔젤스 퓨어","Kiss by Rosemine Fragrance Hand Cream Angel's Pure","[Kiss by Rosemine] Крем для рук АРОМАТ ""ЧИСТОТА АНГЕЛА"" Kiss by Rosemine Fragrance Hand Cream Angel's Pure, 60 мл",8802929004167,ROSEMINE,,100,100.00,7.60,8.60,0.026360,,3304.99-1000,active
KBHC002,"키스바이 로즈마인 핸드크림 엔젤스 패션","Kiss by Rosemine Fragrance Hand Cream Angel's Passion","[Kiss by Rosemine] Крем для рук АРОМАТ ""СТРАСТЬ АНГЕЛА"" Kiss by Rosemine Fragrance Hand Cream Angel's Passion, 60 мл",8802929004174,ROSEMINE,,100,100.00,7.60,8.60,0.026360,,3304.99-1000,active
KBHC003,"키스바이 로즈마인 핸드크림 엔젤스 하트","Kiss by Rosemine Fragrance Hand Cream Angel's Heart","[Kiss by Rosemine] Крем для рук АРОМАТ ""СЕРДЦЕ АНГЕЛА"" Kiss by Rosemine Fragrance Hand Cream Angel's Heart, 60 мл",8802929004181,ROSEMINE,,100,100.00,7.60,8.60,0.026360,,3304.99-1000,active
KBHC004,"키스바이 로즈마인 핸드크림 엔젤스 로즈","Kiss by Rosemine Fragrance Hand Cream Angel's Rose","[Kiss by Rosemine] Крем для рук АРОМАТ ""АНГЕЛЬСКАЯ РОЗА"" Kiss by Rosemine Fragrance Hand Cream Angel's Rose, 60 мл",8802929004198,ROSEMINE,,100,100.00,7.60,8.60,0.026360,,3304.99-1000,active
KBHC005,"키스바이 로즈마인 핸드크림 엔젤스 러브","Kiss by Rosemine Fragrance Hand Cream Angel's Love","[Kiss by Rosemine] Крем для рук АРОМАТ ""ЛЮБОВЬ АНГЕЛА"" Kiss by Rosemine Fragrance Hand Cream Angel's Love, 60 мл",8802929004204,ROSEMINE,,100,100.00,7.60,8.60,0.026360,,3304.99-1000,active
KBHC006,"키스바이 로즈마인 프래그런스 핸드크림- 글래머 센슈얼리티","Kiss by Rosemine Fragrance Hand Cream-Glamour Sensuality 30ml","[Kiss by Rosemine] Крем для рук ДРЕВЕСНО-МУСКУСНЫЙ АРОМАТ Fragrance Hand Cream - Glamour Sensuality, 30 мл",8802929006819,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBHC007,"키스바이 로즈마인 프래그런스 핸드크림- 글래머 판타지","Kiss by Rosemine Fragrance Hand Cream-Glamour Fantasy 30ml","[Kiss by Rosemine] Крем для рук АРОМАТ СПЕЛЫХ ФРУКТОВ Fragrance Hand Cream - Glamour Fantasy, 30 мл",8802929006826,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBHC008,"키스바이 로즈마인 프래그런스 핸드크림- 글래머 프레셔스","Kiss by Rosemine Fragrance Hand Cream-Glamour Precious 30ml","[Kiss by Rosemine] Крем для рук МАНДАРИН/СЛАДКИЙ ЖАСМИН Fragrance Hand Cream - Glamour Precious, 30 мл",8802929006833,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBHC009,"키스바이 로즈마인 프래그런스 핸드크림- 오,프레쉬 포에버","Kiss by Rosemine Fragrance Hand Cream-Oh, Fresh Forever 30ml","[Kiss by Rosemine] Крем для рук ЦВЕТОЧНЫЙ АРОМАТ ИРИСА Fragrance Hand Cream - Oh, Fresh Forever, 30 мл",8802929006840,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBHC010,"키스바이 로즈마인 프래그런스 핸드크림- 오,프레쉬 허브가든","Kiss by Rosemine Fragrance Hand Cream-Oh, Fresh Herb Garden 30ml","[Kiss by Rosemine] Крем для рук СВЕЖИЙ ТРАВЯНОЙ АРОМАТ Fragrance Hand Cream - Oh, Fresh Herb Garden, 30 мл",8802929006857,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBHC011,"키스바이 로즈마인 프래그런스 핸드크림- 글래머 대즐링","Kiss by rosemine fragrance hand cream 30ml  Glamour Dazzling","[Kiss by Rosemine] Крем для рук ЦВЕТОЧНО-ФРУКТОВЫЙ АРОМАТ ИЛАНГ-ИЛАНГ / ЯБЛОКО Fragrance hand cream - Glamour Dazzling, 30 мл",8802929009674,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBHC012,"키스바이 로즈마인 프래그런스 핸드크림- 글래머 멜로우","Kiss by rosemine fragrance hand cream 30ml  Glamour Mellow","[Kiss by Rosemine] Крем для рук ДРЕВЕСНО-ЦИТРУСОВЫЙ АРОМАТ Fragrance hand cream - Glamour Mellow, 30 мл",8802929009681,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBHC013,"키스바이 로즈마인 프래그런스 핸드크림- 글래머 캔디블룸","Kiss by rosemine fragrance hand cream 30ml  Glamour Candy Bloom","[Kiss by Rosemine] Крем для рук КАРАМЕЛЬНО-ЦВЕТОЧНЫЙ АРОМАТ Fragrance hand cream Glamour Candy Bloom, 30 мл",8802929009698,ROSEMINE,,400,400.00,14.40,15.40,0.023800,,3304.99-1000,active
KBOW001,"키스바이 로즈마인 프래그런스 오일워시 글래머 센슈얼리티","Kiss by Rosemine Fragrance Oil Wash-Glamour Sensuality","[Kiss by Rosemine] Гель для душа ДРЕВЕСНО-МУСКУСНЫЙ АРОМАТ Fragrance Oil Wash - Glamour Sensuality, 300 мл",8802929007311,ROSEMINE,,30,30.00,10.60,11.60,0.021300,,3401.30-0000,active
KBOW002,"키스바이 로즈마인 프래그런스 오일워시 글래머 판타지","Kiss by Rosemine Fragrance Oil Wash-Glamour Fantasy","[Kiss by Rosemine] Гель для душа АРОМАТ СПЕЛЫХ ФРУКТОВ Fragrance Oil Wash - Glamour Fantasy, 300 мл",8802929007328,ROSEMINE,,30,30.00,10.60,11.60,0.021300,,3401.30-0000,active
KBOW003,"키스바이 로즈마인 프래그런스 오일워시 글래머 프레셔스","Kiss by Rosemine Fragrance Oil Wash-Glamour Precious","[Kiss by Rosemine] Гель для душа МАНДАРИН/СЛАДКИЙ ЖАСМИН Fragrance Oil Wash - Glamour Precious, 300 мл",8802929007335,ROSEMINE,,30,30.00,10.60,11.60,0.021300,,3401.30-0000,active
KBOW004,"키스바이 로즈마인 프래그런스 오일워시 오 프레쉬 포에버","Kiss by Rosemine Fragrance Oil Wash-Oh, Fresh Forever","[Kiss by Rosemine] Гель для душа ЦВЕТОЧНЫЙ АРОМАТ ИРИСА Fragrance Oil Wash - Oh, Fresh Forever, 300 мл",8802929007342,ROSEMINE,,30,30.00,10.60,11.60,0.021300,,3401.30-0000,active
KBOW005,"키스바이 로즈마인 프래그런스 오일워시 오 프레쉬 허브가든","Kiss by Rosemine Fragrance Oil Wash-Oh, Fresh Herb Garden","[Kiss by Rosemine] Гель для душа СВЕЖИЙ ТРАВЯНОЙ АРОМАТ Fragrance Oil Wash - Oh, Fresh Herb Garden, 300 мл",8802929007359,ROSEMINE,,30,30.00,10.60,11.60,0.021300,,3401.30-0000,active
NPBC001,"나뚜리아 퓨어 바디워시 750ml_크랜베리 앤 오렌지","NATURIA PURE BODY WASH (Cranberry & Orange)","[NATURIA] Гель для душа КЛЮКВА/АПЕЛЬСИН Pure Body Wash (Cranberry & Orange), 750 мл",8802929996677,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC002,"나뚜리아 퓨어 바디워시 750ml_와일드 민트 앤 라임","NATURIA PURE BODY WASH (Wild Mint & Lime)","[NATURIA] Гель для душа МЯТА/ЛАЙМ Pure Body Wash (Wild Mint & Lime), 750 мл",8802929996684,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC003,"나뚜리아 퓨어 바디워시 750ml_로즈 앤 로즈마리","NATURIA PURE BODY WASH (Rose & Rosemary)","[NATURIA] Гель для душа РОЗА/РОЗМАРИН Pure Body Wash (Rose & Rosemary), 750 мл",8802929996691,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC004,"나뚜리아 퓨어 바디워시 750ml_허니 앤 화이트 릴리","NATURIA PURE BODY WASH (Honey & White Lily)","[NATURIA] Гель для душа МЕД/ЛИЛИЯ Pure Body Wash (Honey & White Lily), 750 мл",8802929996707,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC005,"나뚜리아 크리미 밀크 바디워시 750ml- 밀크미","NATURIA  CREAMY MILK BODY WASH  MILK ME","[NATURIA] Гель для душа МОЛОЧНЫЙ Creamy Milk Body Wash - Milk me, 750 мл",8802929005638,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC006,"나뚜리아 크리미 밀크 바디워시 750ml- 쏘바닐라","NATURIA  CREAMY MILK BODY WASH  SO VANILLA","[NATURIA] Гель для душа ВАНИЛЬ Creamy Milk Body Wash - So vanilla, 750 мл",8802929005645,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC007,"나뚜리아 크리미 밀크 바디워시 750ml- 초코라떼","NATURIA  CREAMY MILK BODY WASH  CHOCO LATTE","[NATURIA] Гель для душа ШОКОЛАД Creamy Milk Body Wash - Choco latte, 750 мл",8802929005652,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC008,"나뚜리아 크리미 밀크 바디워시 750ml- 그린티","NATURIA  CREAMY MILK BODY WASH  GREEN TEA","[NATURIA] Гель для душа ЗЕЛЕНЫЙ ЧАЙ Creamy Milk Body Wash - Green tea, 750 мл",8802929005669,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBC009,"나뚜리아 크리미 밀크 바디워시 750ml- 무화과","NATURIA  CREAMY MILK BODY WASH  FIG PULP","[NATURIA] Гель для душа ИНЖИР Creamy Milk Body Wash - Fig Pulp, 750 мл",8802929006413,NATURIA,,24,24.00,20.40,21.40,0.041620,,3401.30-0000,active
NPBCT01,"나뚜리아 퓨어 바디워시 100ml_크랜베리 앤 오렌지","NATURIA PURE BODY WASH 100ml  (Cranberry & Orange)","[NATURIA] Гель для душа КЛЮКВА/АПЕЛЬСИН Pure Body Wash (Cranberry & Orange), 100 мл",8802929004921,NATURIA,,80,,,,,,,active
NPBCT02,"나뚜리아 퓨어 바디워시 100ml_와일드 민트 앤 라임","NATURIA PURE BODY WASH 100ml (Wild Mint & Lime)","[NATURIA] Гель для душа МЯТА/ЛАЙМ Pure Body Wash (Wild Mint & Lime), 100 мл",8802929004938,NATURIA,,80,,,,,,,active
NPBCT03,"나뚜리아 퓨어 바디워시 100ml_로즈 앤 로즈마리","NATURIA PURE BODY WASH 100ml (Rose & Rosemary)","[NATURIA] Гель для душа РОЗА/РОЗМАРИН Pure Body Wash (Rose & Rosemary), 100 мл",8802929004945,NATURIA,,80,,,,,,,active
NPBCT04,"나뚜리아 퓨어 바디워시 100ml_허니 앤 화이트 릴리","NATURIA PURE BODY WASH 100ml (Honey & White Lily)","[NATURIA] Гель для душа МЕД/ЛИЛИЯ Pure Body Wash (Honey & White Lily), 100 мл",8802929004952,NATURIA,,80,,,,,,,active
NPSS001,"나뚜리아  크리미 오일 솔트 스크럽 250g  밀크미","NATURIA  CREAMY OIL SALT SCRUB 250g MILK ME","[NATURIA] Скраб для тела МОЛОЧНЫЙ Creamy Oil Salt Scrub Milk Me, 250 гр",8802929005676,NATURIA,,40,,,,,,,active
NPSS002,"나뚜리아  크리미 오일 솔트 스크럽 250g  쏘바닐라","NATURIA  CREAMY OIL SALT SCRUB 250g SO VANILLA","[NATURIA] Скраб для тела ВАНИЛЬ Creamy Oil Salt Scrub So Vanilla, 250 гр",8802929005683,NATURIA,,40,,,,,,,active
NPSS003,"나뚜리아  크리미 오일 솔트 스크럽 250g  초코라떼","NATURIA  CREAMY OIL SALT SCRUB 250g CHOCO LATTE","[NATURIA] Скраб для тела ШОКОЛАД Creamy Oil Salt Scrub Choco Latte, 250 гр",8802929005690,NATURIA,,40,,,,,,,active
NPSS004,"나뚜리아  크리미 오일 솔트 스크럽 250g  그린티","NATURIA  CREAMY OIL SALT SCRUB 250g GREEN TEA","[NATURIA] Скраб для тела ЗЕЛЕНЫЙ ЧАЙ Creamy Oil Salt Scrub Green Tea, 250 гр",8802929005706,NATURIA,,40,,,,,,,active
NPSS005,"나뚜리아  크리미 오일 솔트 스크럽 250g  무화과","NATURIA  CREAMY OIL SALT SCRUB 250g FIG PULP",,8802929006390,NATURIA,,40,,,,,,,active
PDBC001,"페디슨 데오드 바디클렌저","PEDISON DEO DE Body Cleanser","[Pedison] Гель для душа ЛИМОН/МЯТА Deo De Body Cleanser, 750 мл",8802929000671,PEDISON,,20,20.00,16.50,17.50,0.031100,,3401.30-0000,active
PDBC002,"페디슨 데오드 바디 클렌져 패션 프루츠 750ml","PEDISON DEO DE Body Cleanser Passion Fruits","[Pedison] Гель для душа ФРУКТЫ DEO DE Body Cleanser Passion Fruits, 750 мл",8802929007434,PEDISON,,20,20.00,16.50,17.50,0.031100,,3401.30-0000,active
PDBCT01,"페디슨 데오드 바디클렌저 100ml","PEDISON DEO DE Body Cleanser 100ml","[Pedison] Гель для душа ЛИМОН/МЯТА Deo De Body Cleanser, 100 мл",8802929004907,PEDISON,,80,80.00,,,,,3401.30-0000,active
PDHS001,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼 130ml_ 로맨틱","PEDISON INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM 130ml_ROMANTIC","[Pedison] Парфюмированная сыворотка для волос с аргановым маслом INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM_ROMANTIC, 130 мл",8802929883724,PEDISON,,70,70.00,12.20,13.20,0.033660,,3305.90-9000,active
PDHS002,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼 130ml_ 소프트","PEDISON INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM 130ml_SOFT","[Pedison] Парфюмированная сыворотка для волос с аргановым маслом INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM, 130 мл",8802929883731,PEDISON,,70,70.00,12.20,13.20,0.033660,,3305.90-9000,active
PDHS003,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼 130ml_ 블루밍","PEDISON INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM 130ml_BLOOMING","[Pedison] Парфюмированная сыворотка для волос с аргановым маслом INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM BLOOMING, 130 мл",8802929883748,PEDISON,,70,70.00,12.20,13.20,0.033660,,3305.90-9000,active
PDHS004,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼 130ml_ 러브","PEDISON INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM 130ml_LOVE","[Pedison] Парфюмированная сыворотка для волос с аргановым маслом INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM_LOVE, 130 мл",8802929001449,PEDISON,,70,70.00,12.20,13.20,0.033660,,3305.90-9000,active
PDHS005,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼 130ml_ 프레쉬","PEDISON INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM 130ml_FRESH","[Pedison] Парфюмированная сыворотка для волос с аргановым маслом INSTITUT BEAUTE ARGAN PERFUME HAIR OIL SERUM_FRESH, 130 мл",8802929001456,PEDISON,,70,70.00,12.20,13.20,0.033660,,3305.90-9000,active
PDIR000,"페디슨 메터니티 퓨어 페미닌 클렌저 200g_밸런스 케어","PEDISON Maternity Pure Feminine Cleanser 200g_Balance Care",,8802929996028,PEDISON,,70,70.00,18.40,19.40,0.037870,,3307.90-9000,active
PDIR002,"페디슨 메터니티 퓨어 페미닌 클렌저 200g_플로랄 자무","PEDISON Maternity Pure Feminine Cleanser 200g_Floral Jamu",,8802929881706,PEDISON,,70,70.00,18.40,19.40,0.037870,,3307.90-9000,active
PDIR004,"페디슨 메터니티 퓨어 페미닌 클렌저 200g_오리엔탈 허브","PEDISON Maternity Pure Feminine Cleanser 200g_Oriental Herb",,8802929882734,PEDISON,,70,70.00,18.40,19.40,0.037870,,3307.90-9000,active
PDIR006,"페디슨 메터니티 퓨어 페미닌 클렌저 200g_알로에&콜라겐","PEDISON Maternity Pure Feminine Cleanser 200g_Aloe & Collagen",,8802929001678,PEDISON,,70,70.00,18.40,19.40,0.037870,,3307.90-9000,active
