id,parent_org_id,org_type,code,name,name_en,country_code,currency_code,status
7981d385-68e5-0584-eae9-b72c419c3ed1,,internal,EVAS,에바스코스메틱,EVAS Cosmetic,KR,KRW,active
02394d8d-2084-0464-d6d1-2ef40243a829,,vendor,INDULTON,인덜톤,Indulton,KR,KRW,active
9c12405d-bf39-add4-593c-9ac9b828f8ce,,buyer_country,RU,러시아,Russia,RU,USD,active
b46f6900-e3eb-8fed-9529-92f06466f455,9c12405d-bf39-add4-593c-9ac9b828f8ce,buyer_company,STIMUL,스티물글로벌,Stimul Global,RU,USD,active
b8df3f18-5378-df80-7bfe-a8c78f7d9a21,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_노보시브르스크,스티물 노보시브르스크,Stimul 노보시브르스크,RU,USD,active
13bdd9ed-26b8-b839-cb51-fc3495de6f04,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_노보시비르스크,스티물 노보시비르스크,Stimul 노보시비르스크,RU,USD,active
ce704b38-2bb5-1ef4-a17a-aad1e0781511,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_모스크바,스티물 모스크바,Stimul 모스크바,RU,USD,active
7e407c8f-7a6d-f0f3-2a18-5158d9f60864,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_민스크,스티물 민스크,Stimul 민스크,BY,USD,active
50a6b7a2-e040-42c4-acd0-9e1ede4d74aa,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_블라디보스크,스티물 블라디보스크,Stimul 블라디보스크,RU,USD,active
5caa8393-23e6-91df-79fc-eb44a5abb4ed,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_블라디보스톡,스티물 블라디보스톡,Stimul 블라디보스톡,RU,USD,active
a4372118-5231-b29d-46cf-39de6b3a0ab6,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_슬라브스카야,스티물 슬라브스카야,Stimul 슬라브스카야,RU,USD,active
a575d5b3-6e0b-f8d7-26a5-361b4d8c7a38,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_에스토니아,스티물 에스토니아,Stimul 에스토니아,EE,USD,active
659702ff-b1d7-4a5a-322c-fb02ea277a7a,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_우크라이나,스티물 우크라이나,Stimul 우크라이나,UA,USD,active
916a2f41-7988-e877-bdb2-d7c995d50e2b,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_카자흐스탄,스티물 카자흐스탄,Stimul 카자흐스탄,KZ,USD,active
35d15f70-ad6c-0996-31e8-7736827a530f,b46f6900-e3eb-8fed-9529-92f06466f455,buyer_ship_to,STIMUL_크라스노다르,스티물 크라스노다르,Stimul 크라스노다르,RU,USD,active
1bafb688-1285-25ed-a31b-20aaa24d3951,,buyer_country,KR,한국,South Korea,KR,KRW,active
82afb17c-a4d6-07a0-8fde-a1bc788537a9,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_(주) 유닉스글로벌,(주) 유닉스글로벌로지스틱스,(주) 유닉스글로벌로지스틱스,KR,KRW,active
d9fd5974-3e7d-87e9-08fa-c606f361b168,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_(주)벨레코,(주)벨레코,(주)벨레코,KR,KRW,active
cb1a9dfb-76a8-d57b-556a-a5d91ec1eb2d,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_(주)비앤케이,(주)비앤케이,(주)비앤케이,KR,KRW,active
05bfd04c-98a7-1f50-6958-7b0aa50a1b49,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_(주)세미르,(주)세미르,(주)세미르,KR,KRW,active
f153cbda-c8cd-a79f-6eb4-d8ca28306465,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_(주)에이치앤씨에스,(주)에이치앤씨에스코리아,(주)에이치앤씨에스코리아,KR,KRW,active
bb0be842-8643-cda8-98a9-d6ec21101889,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_다코스코리아,다코스코리아,다코스코리아,KR,KRW,active
7b9298c6-6df9-9d47-6d92-43f9cf380602,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_디엠케이코리아,디엠케이코리아,디엠케이코리아,KR,KRW,active
051089ad-3cd8-ffb8-e29a-8db0345c6bc4,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_Real Korea,레알코리아(Real Korea),Real Korea,KR,KRW,active
ce4e2165-05f4-b476-5268-a8ca283828a5,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_로더,로더,로더,KR,KRW,active
11fa79f2-9025-df6f-528b-e74df5e429bc,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_릴리코스,릴리코스,릴리코스,KR,KRW,active
3cc2a670-f678-abc5-73a0-d8feb9f6d0cc,1bafb688-1285-25ed-a31b-20aaa24d3951,buyer_company,AGT_미흥글로벌주식회사,미흥글로벌주식회사,미흥글로벌주식회사,KR,KRW,active
