product_id,name,spec,bal_qty,warehouse_code,barcode,box_qty
NPBCT01,"나뚜리아 퓨어 바디워시 (크렌베리 앤 오렌지)","100ml / 튜브",0,W104,,1
NPBCT02,"나뚜리아 퓨어 바디워시 (와일드민트 앤 라임)","100ml / 튜브",0,W104,,1
NPBCT03,"나뚜리아 퓨어 바디워시 (로즈 앤 로즈마리)","나뚜리아 퓨어 바디워시 (로즈 앤 로즈마리) [100ml / 튜브]",1204,W104,,1
NPBCT04,"나뚜리아 퓨어 바디워시 (허니 앤 화이트릴리)","100ml / 튜브",0,W104,,1
NPSS001,"에바스 나뚜리아 크리미 오일 솔트 스크럽- 밀크미","에바스 나뚜리아 크리미 오일 솔트 스크럽- 밀크미 [250g]",-330,W104,,1
NPSS002,"에바스 나뚜리아 크리미 오일 솔트 스크럽- 쏘바닐라","에바스 나뚜리아 크리미 오일 솔트 스크럽- 쏘바닐라 [250g]",-314,W104,,1
NPSS003,"에바스 나뚜리아 크리미 오일 솔트 스크럽- 초코라떼",250g,0,W104,,1
NPSS004,"에바스 나뚜리아 크리미 오일 솔트 스크럽- 그린티",250g,0,W104,,1
NPSS005,"에바스 나뚜리아 크리미 오일 솔트 스크럽- 휘그펄프","에바스 나뚜리아 크리미 오일 솔트 스크럽- 휘그펄프 [250g]",-159,W104,,1
PDBC001,"페디슨 데오 드 바디클렌저","페디슨 데오 드 바디클렌저 [750ml]",1905,W104,,1
PDBC002,"페디슨 데오 드 바디클렌저 패션프루츠","페디슨 데오 드 바디클렌저 패션프루츠 [750ml]",1223,W104,,1
PDBC003,"페디슨 인스티튜트-보떼 망고리치 밸런싱 바디워시","페디슨 인스티튜트-보떼 망고리치 밸런싱 바디워시 [2000ml]",1102,W104,,1
PDBC004,"페디슨 인스티튜트-보떼 자몽 핑크 밸런싱 바디워시","페디슨 인스티튜트-보떼 자몽 핑크 밸런싱 바디워시 [2000ml]",2163,W104,,1
PDBCT01,"페디슨 데오 드 바디클렌저","페디슨 데오 드 바디클렌저 [100ml / 튜브]",-311,W104,,1
PDBL001,"페디슨 더마 프로 311 바디로션","페디슨 더마 프로 311 바디로션 [2000ml]",1030,W104,,1
PDBLB00,"페디슨 뉴트리티브 세라마이드 바디로션","페디슨 뉴트리티브 세라마이드 바디로션 [1500ml]",-27,W104,,1
PDCGT01,"페디슨 클린파인 겔 (그린)","페디슨 클린파인 겔 (그린) [30ml (제조원: 제이앤제약)]",718,W106,,1
PDCO001,"페디슨 아로마틱 넥타 클렌징오일","페디슨 아로마틱 넥타 클렌징오일 [300ml]",-1,W104,,1
PDDO001,"페디슨 두 질세정기","페디슨 두 질세정기 [50ml]",-101,W106,,1
PDFC001,"페디슨 아로마틱 카밍 클렌징 폼","페디슨 아로마틱 카밍 클렌징 폼 [150ml]",173,W104,,1
PDFO001,"페디슨 아로마틱 페이스오일- 로즈마리","페디슨 아로마틱 페이스오일- 로즈마리 [50ml]",-32,W104,,1
PDFO002,"페디슨 아로마틱 페이스오일- 라벤더","페디슨 아로마틱 페이스오일- 라벤더 [50ml]",-99,W104,,1
PDFO003,"페디슨 아로마틱 페이스오일- 만다린","페디슨 아로마틱 페이스오일- 만다린 [50ml]",-54,W104,,1
PDFOP03,"페디슨 아로마틱 페이스오일- 만다린","페디슨 아로마틱 페이스오일- 만다린 [2ml (파우치)]",-203,W104,,1
PDHM001,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어 미스트- 로맨틱","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어 미스트- 로맨틱 [140ml]",474,W104,,1
PDHM002,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어 미스트- 소프트","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어 미스트- 소프트 [140ml]",666,W104,,1
PDHM003,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어 미스트- 블루밍","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어 미스트- 블루밍 [140ml]",382,W104,,1
PDHS001,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 로맨틱","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 로맨틱 [130ml]",537,W104,,1
PDHS002,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 소프트","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 소프트 [130ml]",228,W104,,1
PDHS003,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 블루밍","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 블루밍 [130ml]",273,W104,,1
PDHS004,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 러브","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 러브 [130ml]",1596,W104,,1
PDHS005,"페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 프레쉬","페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어세럼- 프레쉬 [130ml]",446,W104,,1
PDIC000,"페디슨 뉴트리티브 인퓨젼 크림","페디슨 뉴트리티브 인퓨젼 크림 [120ml]",-29,W104,,1
PDICM00,"페디슨 뉴트리티브 인퓨젼 크림 (견본)","페디슨 뉴트리티브 인퓨젼 크림 (견본) [15ml]",-1,W104,,1
PDIR000,"페디슨 메터니티 퓨어 페미닌 클렌저 (밸런스 케어)","페디슨 메터니티 퓨어 페미닌 클렌저 (밸런스 케어) [200g (거품)]",2908,W104,,1
PDIR001,"페디슨 메터니티 퓨어 페미닌 클렌저 (밸런스 케어 베이직)","페디슨 메터니티 퓨어 페미닌 클렌저 (밸런스 케어 베이직) [300ml (펌프)]",1547,W104,,1
PDIR002,"페디슨 메터니티 퓨어 페미닌 클렌저 (플로랄 자무)","페디슨 메터니티 퓨어 페미닌 클렌저 (플로랄 자무) [200g (거품)]",2565,W104,,1
PDIR003,"페디슨 메터니티 퓨어 페미닌 클렌저 (플로랄 자무 베이직)","페디슨 메터니티 퓨어 페미닌 클렌저 (플로랄 자무 베이직) [300ml (펌프)]",1712,W104,,1
PDIR004,"페디슨 메터니티 퓨어 페미닌 클렌저 (오리엔탈 허브)","페디슨 메터니티 퓨어 페미닌 클렌저 (오리엔탈 허브) [200g (거품)]",2245,W104,,1
PDIR005,"페디슨 메터니티 퓨어 페미닌 클렌저 (오리엔탈 허브 베이직)","페디슨 메터니티 퓨어 페미닌 클렌저 (오리엔탈 허브 베이직) [300ml (펌프)]",1970,W104,,1
PDIR006,"페디슨 메터니티 퓨어 페미닌 클렌저 (알로에&콜라겐)","페디슨 메터니티 퓨어 페미닌 클렌저 (알로에&콜라겐) [200g (거품)]",1349,W104,,1
PDIR007,"페디슨 메터니티 퓨어 페미닌 클렌저 (알로에&콜라겐 베이직)","페디슨 메터니티 퓨어 페미닌 클렌저 (알로에&콜라겐 베이직) [300ml (펌프)]",1390,W104,,1
PDIR008,"페디슨 메터니티 퓨어 페미닌 클렌저 (허니 프로폴리스)","페디슨 메터니티 퓨어 페미닌 클렌저 (허니 프로폴리스) [200g (거품)]",3715,W104,,1
PDIR009,"페디슨 메터니티 퓨어 페미닌 클렌저 (허니 프로폴리스 베이직)","페디슨 메터니티 퓨어 페미닌 클렌저 (허니 프로폴리스 베이직) [300ml (펌프)]",3363,W104,,1
PDIR010,"페디슨 두 프레쉬 소다 페미닌 클렌져 (베이직)","페디슨 두 프레쉬 소다 페미닌 클렌져 (베이직) [300ml (펌프)]",2156,W104,,1
PDIR011,"페디슨 락토 플로라 릴리프 페미닌 클렌저","페디슨 락토 플로라 릴리프 페미닌 클렌저 [200g (거품용기)]",2760,W104,,1
PDIR012,"페디슨 락토 그린 리프레쉬 페미닌 클렌저","페디슨 락토 그린 리프레쉬 페미닌 클렌저 [200g (거품용기)]",2825,W104,,1
PDLB001,"페디슨 뉴트리티브 인퓨젼 립 수딩 밤",,0,W104,,1
PDML001,"페디슨 뉴트리티브 인퓨전 모이스처 로션","페디슨 뉴트리티브 인퓨전 모이스처 로션 [500ml]",-20,W104,,1
PDRS000,"페디슨 인스티튜트 보떼 모링가&프로테인 컨디셔너",4000ml,0,W104,,1
PDRS001,"페디슨 인스티튜트 보떼 한방 뿌리 케어 컨디셔너","페디슨 인스티튜트 보떼 한방 뿌리 케어 컨디셔너 [750ml]",1507,W104,,1
PDRS002,"페디슨 인스티튜트 보떼 로즈마리&민트 두피 컨디셔너","페디슨 인스티튜트 보떼 로즈마리&민트 두피 컨디셔너 [4000ml]",-1,W104,,1
PDRS003,"페디슨 인스티튜트-보떼 프로폴리스 LPP 트리트먼트","페디슨 인스티튜트-보떼 프로폴리스 LPP 트리트먼트 [2000ml]",817,W104,,1
PDRS004,"페디슨 인스티튜트-보떼 망고리치 LPP 트리트먼트","페디슨 인스티튜트-보떼 망고리치 LPP 트리트먼트 [2000ml]",1362,W104,,1
PDRS005,"페디슨 인스티튜트 보떼 엔젤스 아보카도 컨디셔너","페디슨 인스티튜트 보떼 엔젤스 아보카도 컨디셔너 [4000ml]",-2,W104,,1
PDRS006,"페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 트리트먼트","페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 트리트먼트 [2000ml]",1522,W104,,1
PDRS007,"페디슨 인스티튜트 보떼 아미노 카렌듈라 컨디셔너","페디슨 인스티튜트 보떼 아미노 카렌듈라 컨디셔너 [4000ml]",-4,W104,,1
PDRSM03,"페디슨 인스티튜트-보떼 프로폴리스 LPP 트리트먼트","페디슨 인스티튜트-보떼 프로폴리스 LPP 트리트먼트 [500ml]",-68,W104,,1
PDRSM04,"페디슨 인스티튜트-보떼 망고리치 LPP 트리트먼트","페디슨 인스티튜트-보떼 망고리치 LPP 트리트먼트 [500ml]",371,W104,,1
PDRSM06,"페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 트리트먼트","페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 트리트먼트 [500ml]",-106,W104,,1
PDRST03,"페디슨 인스티튜트-보떼 프로폴리스 LPP 트리트먼트","페디슨 인스티튜트-보떼 프로폴리스 LPP 트리트먼트 [100ml]",-220,W104,,1
PDRST04,"페디슨 인스티튜트-보떼 망고리치 LPP 트리트먼트","페디슨 인스티튜트-보떼 망고리치 LPP 트리트먼트 [100ml]",1796,W104,,1
PDRST06,"페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 트리트먼트","페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 트리트먼트 [100ml]",-1836,W104,,1
PDSA000,"페디슨 매터니티 에스 블렌드 아로마","페디슨 매터니티 에스 블렌드 아로마",-2,W104,,1
PDSG002,"페디슨 메터니티 에스 모이스트 겔 (자무)","페디슨 메터니티 에스 모이스트 겔 (자무)",-12,W104,,1
PDSG004,"페디슨 뉴트리티브 인퓨젼 수딩젤","페디슨 뉴트리티브 인퓨젼 수딩젤 [120ml]",-566,W104,,1
PDSL001,"페디슨 아로마틱 카밍 토너","페디슨 아로마틱 카밍 토너 [500ml]",-96,W104,,1
PDSP002,"페디슨 인스티튜트 보떼 모링가&프로테인 샴푸","페디슨 인스티튜트 보떼 모링가&프로테인 샴푸 [4000ml]",-5,W104,,1
PDSP003,"페디슨 인스티튜트 보떼 한방 뿌리 케어 샴푸","페디슨 인스티튜트 보떼 한방 뿌리 케어 샴푸 [750ml]",2516,W104,,1
PDSP005,"페디슨 인스티튜트-보떼 프로폴리스 단백질 샴푸","페디슨 인스티튜트-보떼 프로폴리스 단백질 샴푸 [2000ml]",480,W104,,1
PDSP006,"페디슨 인스티튜트-보떼 망고리치 단백질 샴푸","페디슨 인스티튜트-보떼 망고리치 단백질 샴푸 [2000ml]",5,W104,,1
PDSP007,"페디슨 인스티튜트 보떼 아르간&퍼퓸 오일 샴푸- 로맨틱","페디슨 인스티튜트 보떼 아르간&퍼퓸 오일 샴푸- 로맨틱 [480ml]",-19,W104,,1
PDSP008,"페디슨 인스티튜트 보떼 엔젤스 아보카도 샴푸",4000ml,0,W104,,1
PDSP009,"페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 샴푸","페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 샴푸 [2000ml]",562,W104,,1
PDSPM05,"페디슨 인스티튜트-보떼 프로폴리스 단백질 샴푸","페디슨 인스티튜트-보떼 프로폴리스 단백질 샴푸 [500ml]",1676,W104,,1
PDSPM06,"페디슨 인스티튜트-보떼 망고리치 단백질 샴푸","페디슨 인스티튜트-보떼 망고리치 단백질 샴푸 [500ml]",914,W104,,1
PDSPM09,"페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 샴푸","페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 샴푸 [500ml]",1895,W104,,1
PDSPT05,"페디슨 인스티튜트-보떼 프로폴리스 단백질 샴푸","페디슨 인스티튜트-보떼 프로폴리스 단백질 샴푸 [100ml]",-248,W104,,1
PDSPT06,"페디슨 인스티튜트-보떼 망고리치 단백질 샴푸","페디슨 인스티튜트-보떼 망고리치 단백질 샴푸 [100ml]",50,W104,,1
PDSPT09,"페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 샴푸","페디슨 인스티튜트-보떼 아로니아 컬러 프로텍션 샴푸 [100ml]",-320,W104,,1
PDTS001,"페디슨 퓨어 페미닌 차전궁 티슈","페디슨 퓨어 페미닌 차전궁 티슈 [115g / 20매]",-9,W106,,1
PTAP001,"판테스틱 더마 시카 에이씨 수딩 앰플","판테스틱 더마 시카 에이씨 수딩 앰플 [250ml]",-4,W104,,1
PTBC002,"판테스틱 더마 시카 아크네 클렌저","판테스틱 더마 시카 아크네 클렌저 [500ml]",-73,W104,,1
PTBCP01,"판테스틱 더마 아크네 클렌저","판테스틱 더마 아크네 클렌저 [파우치/ 5g]",8467,W104,,1
PTBL001,"판테스틱 더마 시카 AC로션","판테스틱 더마 시카 AC로션 [500ml]",-2,W104,,1
PTBLP01,"판테스틱 더마 시카 AC로션","판테스틱 더마 시카 AC로션 [파우치/ 5g]",6283,W104,,1
PTEF001,"판테스틱 원더필 하이드라 뮤신 이펙터","판테스틱 원더필 하이드라 뮤신 이펙터 [35ml]",-98,W104,,1
PTEF002,"판테스틱 원더필 써마필 이펙터","판테스틱 원더필 써마필 이펙터 [35ml]",-423,W104,,1
PTEF003,"판테스틱 원더필 클리어링 이펙터","판테스틱 원더필 클리어링 이펙터 [35ml]",-1010,W104,,1
PTFC001,"판테스틱 더마 시카 아크네 클렌징폼","판테스틱 더마 시카 아크네 클렌징폼 [140ml]",2079,W104,,1
PTGB001,"판테스틱 탑 원 6978 글로우 밤- 코라","판테스틱 탑 원 6978 글로우 밤- 코라 [3.5g]",0,W106,,1
PTGB002,"판테스틱 탑 원 6978 글로우 밤- 리브","판테스틱 탑 원 6978 글로우 밤- 리브 [3.5g]",0,W106,,1
PTMT001,"판테스틱 더마 시카 에이씨 컨트롤 미스트",260ml,0,W104,,1
PTPW001,"판테스틱 더마 시카 파우더","판테스틱 더마 시카 파우더 [7g]",84,W104,,1
PTPW002,"판테스틱 더마 비타 파우더","판테스틱 더마 비타 파우더 [7g]",-15,W104,,1
PTSS001,"판테스틱 더마 안티세범 선스틱","판테스틱 더마 안티세범 선스틱 [22g]",-18,W106,,1
PVMSS0010,"밸르모나 얼쓰테라피 스칼프 스켈러",15ml,0,W104,,1
RABC004,"로즈마인 아로마 리 고요 바디워시","로즈마인 아로마 리 고요 바디워시 [300 ml]",-1,W104,,1
RABD2T1,"로즈마인 아로마 리 고요 바디 세트 (2종)","로즈마인 아로마 리 고요 바디 세트 (2종) [워시300ml+로션300ml]",581,W104,,1
RABL004,"로즈마인 아로마 리 고요 바디로션","로즈마인 아로마 리 고요 바디로션 [300 ml]",-1,W104,,1
RLBC001,"로즈마인 라파밀리에 바디워시- 로즈마인5","1000 ml",0,W104,,1
RLBC002,"로즈마인 라파밀리에 바디워시- 플로랄파우더","1000 ml",0,W104,,1
RLBL001,"로즈마인 라파밀리에 바디 모이스처 - 로즈마인5","1000 ml",0,W104,,1
RLBL002,"로즈마인 라파밀리에 바디 모이스처 - 플로랄파우더","1000 ml",0,W104,,1
RMBL000,"로즈마인 스팀 소프트 바디로션 - 가든로즈",300ml,0,W104,,1
RMBL001,"로즈마인 퍼퓸드 바디로션 - 플로랄 어도르","로즈마인 퍼퓸드 바디로션 - 플로랄 어도르 [1000ml]",1372,W104,,1
RMBL002,"로즈마인 퍼퓸드 바디로션 - 쁘띠 베이비","로즈마인 퍼퓸드 바디로션 - 쁘띠 베이비 [1000ml]",1118,W104,,1
RMBL003,"로즈마인 퍼퓸드 바디로션 - 글래밍 비쥬","로즈마인 퍼퓸드 바디로션 - 글래밍 비쥬 [1000ml]",1166,W104,,1
RMBL004,"로즈마인 퍼퓸드 바디로션 - 머스크 앤 머스크","로즈마인 퍼퓸드 바디로션 - 머스크 앤 머스크 [1000ml]",1156,W104,,1
RMBL005,"로즈마인 퍼퓸드 바디로션 - 프레쉬 그린티","로즈마인 퍼퓸드 바디로션 - 프레쉬 그린티 [1000ml]",-9,W104,,1
RMBL006,"로즈마인 퍼퓸드 바디로션 - 블레싱 블러썸","로즈마인 퍼퓸드 바디로션 - 블레싱 블러썸 [1000ml]",1224,W104,,1
RMBL007,"로즈마인 퍼퓸드 바디로션 - 메이비","로즈마인 퍼퓸드 바디로션 - 메이비 [1000ml]",21,W104,,1
RMBL012,"로즈마인 휘핑밀크 바디로션 - 나나즈릴리","로즈마인 휘핑밀크 바디로션 - 나나즈릴리 [300ml]",-4,W104,,1
RMBL014,"로즈마인 퍼퓸드 바디로션 - 모링가","로즈마인 퍼퓸드 바디로션 - 모링가 [1000ml]",438,W104,,1
RMBL015,"로즈마인 퍼퓸드 바디로션 - 가든로즈","로즈마인 퍼퓸드 바디로션 - 가든로즈 [1000ml]",-7,W104,,1
RMBL016,"로즈마인 퍼퓸드 바디로션 - 러브센세이션","로즈마인 퍼퓸드 바디로션 - 러브센세이션 [1000ml]",-2,W104,,1
RMBL017,"로즈마인 퍼퓸드 바디로션 - 클래식",1000ml,0,W104,,1
RMBL021,"로즈마인 퍼퓸드 바디로션- 퍼플글로우","로즈마인 퍼퓸드 바디로션- 퍼플글로우 [1000ml]",-3,W104,,1
RMBL023,"로즈마인 퍼퓸드 바디로션- 골든플라워","로즈마인 퍼퓸드 바디로션- 골든플라워 [1000ml]",-2,W104,,1
RMBLM21,"로즈마인 퍼퓸드 바디로션- 퍼플글로우","로즈마인 퍼퓸드 바디로션- 퍼플글로우 [500ml]",-7,W104,,1
RMBLM22,"로즈마인 퍼퓸드 바디로션- 블루하와이","로즈마인 퍼퓸드 바디로션- 블루하와이 [500ml]",-2,W104,,1
RMBLM23,"로즈마인 퍼퓸드 바디로션- 골든플라워","로즈마인 퍼퓸드 바디로션- 골든플라워 [500ml]",-6,W104,,1
RMBLM24,"로즈마인 퍼퓸드 바디로션- 핑크레이디","로즈마인 퍼퓸드 바디로션- 핑크레이디 [500ml]",-40,W104,,1
RMBLP03,"로즈마인 퍼퓸드 바디로션 - 글래밍 비쥬","로즈마인 퍼퓸드 바디로션 - 글래밍 비쥬 [4g/파우치]",8864,W104,,1
RMBLP21,"로즈마인 퍼퓸드 바디로션- 퍼플글로우(파우치)","로즈마인 퍼퓸드 바디로션- 퍼플글로우(파우치) [4g/파우치]",10789,W104,,1
RMDM001,"로즈마인 홈폴리쉬 드레스 퍼퓸 - 체리베리폼",300ml,0,W104,,1
RMHC000,"로즈마인 스팀 소프트 핸드크림 - 가든로즈",100ml,0,W104,,1
RMHC001,"로즈마인 퍼퓸드 핸드크림 가든 로즈","로즈마인 퍼퓸드 핸드크림 가든 로즈",4828,W104,,1
RMHC002,"로즈마인 퍼퓸드 핸드크림 패션 프룻","로즈마인 퍼퓸드 핸드크림 패션 프룻",5728,W104,,1
RMHC003,"로즈마인 퍼퓸드 핸드크림 쁘띠 베이비","로즈마인 퍼퓸드 핸드크림 쁘띠 베이비",3286,W104,,1
RMHC007,"로즈마인 퍼퓸드 핸드크림 헤스페리데스","로즈마인 퍼퓸드 핸드크림 헤스페리데스",5304,W104,,1
RMHC008,"로즈마인 퍼퓸드 핸드크림 나나즈 릴리","로즈마인 퍼퓸드 핸드크림 나나즈 릴리",5391,W104,,1
RMHC010,"로즈마인 퍼퓸드 핸드크림 머스크 앤 머스크","로즈마인 퍼퓸드 핸드크림 머스크 앤 머스크",-366,W104,,1
RMHC015,"로즈마인 퍼퓸드 핸드크림- 모링가","로즈마인 퍼퓸드 핸드크림- 모링가",2905,W104,,1
RMHC016,"로즈마인 퍼퓸드 핸드크림- 머스크앤머스크2","로즈마인 퍼퓸드 핸드크림- 머스크앤머스크2",3041,W104,,1
RMHC017,"로즈마인 퍼퓸드 핸드크림- 클래식","로즈마인 퍼퓸드 핸드크림- 클래식",6694,W104,,1
RMHC018,"로즈마인 퍼퓸드 핸드크림- 오, 프레쉬","로즈마인 퍼퓸드 핸드크림- 오, 프레쉬",4193,W104,,1
RMHC019,"로즈마인 퍼퓸드 핸드크림- 라비에","로즈마인 퍼퓸드 핸드크림- 라비에",3515,W104,,1
RMHC3T1,"로즈마인 해피블러썸 퍼퓸드 핸드 케어 3종세트","핸드크림2개(60ml)+핸드겔(60ml)",0,W104,,1
RMHC3T3,"로즈마인 해피블러썸 퍼퓸드 핸드 케어 3종세트 (2)","핸드크림3개(60ml)",0,W104,,1
RMHC5T2,"로즈마인 퍼퓸드 핸드크림 5종 세트","60ml*5 RMHC001,007,008,016,017",0,W104,,1
RMHW001,"로즈마인 휘핑밀크 핸드워시- 가든로즈","로즈마인 휘핑밀크 핸드워시- 가든로즈 [500ml]",-107,W104,,1
RMHW002,"로즈마인 휘핑밀크 핸드워시- 패션프룻","로즈마인 휘핑밀크 핸드워시- 패션프룻 [500ml]",-15,W104,,1
RMHW003,"로즈마인 휘핑밀크 핸드워시- 쁘띠베이비","로즈마인 휘핑밀크 핸드워시- 쁘띠베이비 [500ml]",-47,W104,,1
RMMT001,"로즈마인 퍼퓸드 바디미스트- 플로랄 어도르","로즈마인 퍼퓸드 바디미스트- 플로랄 어도르 [100ml]",-3,W104,,1
RMMT004,"로즈마인 퍼퓸드 바디미스트- 헤스페리데스","로즈마인 퍼퓸드 바디미스트- 헤스페리데스 [100ml]",-46,W104,,1
RMMT005,"로즈마인 퍼퓸드 바디미스트- 나나즈 릴리","로즈마인 퍼퓸드 바디미스트- 나나즈 릴리 [100ml]",-11,W104,,1
RMMT009,"로즈마인 퍼퓸드 바디미스트- 핑크레이디",100ml,0,W104,,1
RMOP000,로즈마인５　오데퍼퓸,로즈마인５　오데퍼퓸,1681,W104,,1
RMPG001,"로즈마인 퍼퓸터치 - 블레싱 블러썸","로즈마인 퍼퓸터치 - 블레싱 블러썸",-5,W104,,1
RMPG004,"로즈마인 퍼퓸터치 - 글래밍 비쥬","로즈마인 퍼퓸터치 - 글래밍 비쥬 [13g/무펄]",-294,W104,,1
RMPG005,"로즈마인 퍼퓸터치 - 메이비","로즈마인 퍼퓸터치 - 메이비 [13g/무펄]",-19,W104,,1
RMPG006,"로즈마인 퍼퓸터치 - 스윗피","로즈마인 퍼퓸터치 - 스윗피 [13g/무펄]",-150,W104,,1
RMPG007,"로즈마인 퍼퓸터치 - 머스크 앤 머스크","로즈마인 퍼퓸터치 - 머스크 앤 머스크 [13g/무펄]",-4,W104,,1
RMPG008,"로즈마인 퍼퓸터치 - 블레싱 블러썸","로즈마인 퍼퓸터치 - 블레싱 블러썸 [13g/무펄]",-9,W104,,1
RMPG009,"로즈마인 퍼퓸터치 - 헤스페리데스","로즈마인 퍼퓸터치 - 헤스페리데스 [13g/무펄]",-1,W104,,1
RMPG010,"로즈마인 퍼퓸터치 - 핑크레이디","로즈마인 퍼퓸터치 - 핑크레이디 [13g/무펄]",-2,W104,,1
RMPG011,"로즈마인 퍼퓸터치 - 골든플라워","로즈마인 퍼퓸터치 - 골든플라워 [13g/무펄]",-39,W104,,1
RMPT002,"로즈마인 플럼피 틴트 - 프린세스 코랄","로즈마인 플럼피 틴트 - 프린세스 코랄",-2,W104,,1
RMSC002,"에바스 로즈마인 블랑쉬 샤워코롱","에바스 로즈마인 블랑쉬 샤워코롱 [185ml]",2105,W104,,1
RMSC003,"에바스 로즈마인 루지 샤워코롱","에바스 로즈마인 루지 샤워코롱 [185ml]",2345,W104,,1
RMSC004,"에바스 로즈마인 클레어 샤워코롱","에바스 로즈마인 클레어 샤워코롱 [185ml]",2410,W104,,1
RMSCN10,"로즈마인５　샤워코롱(2011)","로즈마인５　샤워코롱(2011) [185ml]",5519,W104,,1
RMSG001,"로즈마인 스팀 소프트 샤워젤 - 가든로즈 [300ml]",300ml,0,W104,,1
RMSG002,"로즈마인 스팀 소프트 샤워젤 - 밀크코튼 [300ml]",300ml,0,W104,,1
RMST001,"로즈마인 홈폴리쉬 퍼퓸 사쉐 - 미스블룸",7g,0,W104,,1
RMTS002,"로즈마인 퍼퓸드 소프트 스킨 티슈 - 글래밍 비쥬","로즈마인 퍼퓸드 소프트 스킨 티슈 - 글래밍 비쥬",-3,W104,,1
RMXX2T1,"로즈마인 해피블러썸 퍼퓸드 바디케어 2종 세트- 러브센세이션",,0,W104,,1
RMXX4T1,"로즈마인 스팀 소프트 바디 기프트 세트 (4종)","로즈마인 스팀 소프트 바디 기프트 세트 (4종) [시즌1]",2249,W104,,1
RPBC001,"로즈마인 퍼퓸드 바디워시 - 플로랄 어도르","로즈마인 퍼퓸드 바디워시 - 플로랄 어도르",799,W104,,1
RPBC002,"로즈마인 퍼퓸드 바디워시 - 쁘띠 베이비","로즈마인 퍼퓸드 바디워시 - 쁘띠 베이비",1326,W104,,1
RPBC003,"로즈마인 퍼퓸드 바디워시 - 글래밍 비쥬","로즈마인 퍼퓸드 바디워시 - 글래밍 비쥬",1628,W104,,1
RPBC004,"로즈마인 퍼퓸드 바디워시 - 머스크 앤 머스크","로즈마인 퍼퓸드 바디워시 - 머스크 앤 머스크",1136,W104,,1
RPBC006,"로즈마인 퍼퓸드 바디워시 - 블레싱 블러썸","로즈마인 퍼퓸드 바디워시 - 블레싱 블러썸",697,W104,,1
RPBC008,"로즈마인 퍼퓸드 바디워시 - 모링가","로즈마인 퍼퓸드 바디워시 - 모링가",876,W104,,1
RPBC015,"로즈마인 퍼퓸드 바디워시 - 가든로즈","로즈마인 퍼퓸드 바디워시 - 가든로즈 [1000ml]",-1,W104,,1
RPBC016,"로즈마인 퍼퓸드 바디워시 - 러브센세이션","로즈마인 퍼퓸드 바디워시 - 러브센세이션 [1000ml]",-1,W104,,1
RPBC017,"로즈마인 퍼퓸드 바디워시 - 클래식",1000ml,0,W104,,1
RPBC023,"로즈마인 퍼퓸드 바디워시- 골든플라워","로즈마인 퍼퓸드 바디워시- 골든플라워 [1000ml]",-1,W104,,1
RRBL001,"로에랑스 블리스 마이 바디 퍼퓸 로션- 문라이트","로에랑스 블리스 마이 바디 퍼퓸 로션- 문라이트 [220 ml]",2900,W104,,1
RRBL002,"로에랑스 블리스 마이 바디 퍼퓸 로션- 체리블러썸","로에랑스 블리스 마이 바디 퍼퓸 로션- 체리블러썸 [220 ml]",1808,W104,,1
RRBM001,"로에랑스 블리스 마이바디 퍼퓸미스트- 화이트머스크","로에랑스 블리스 마이바디 퍼퓸미스트- 화이트머스크 [250ml]",2498,W104,,1
RRBM002,"로에랑스 블리스 마이바디 퍼퓸미스트- 해피데이","로에랑스 블리스 마이바디 퍼퓸미스트- 해피데이 [250ml]",2832,W104,,1
RRBM003,"로에랑스 터치 마이바디 퍼퓸미스트- 파라다이스 드림","로에랑스 터치 마이바디 퍼퓸미스트- 파라다이스 드림 [250ml]",-14,W104,,1
